drugbank_id	name	groups	pubchem_ids	description	indications	targets
DB01017	Minocycline	investigational; approved	54675783	-	"Oral and topical minocycline are indicated to treat inflammatory lesions of acne vulgaris.[L11701,L11704,L11719] Subgingival microspheres are indicated as an adjunct treatment in the reduction of pocket depth in adults with periodontitis.[L11716] Oral and intravenous formulations are indicated to treat infections of susceptible microorganisms.[L11707,L11710,L11713] These include rickettsiae, _Mycoplasma pneumoniae_, _Chlamydia trachomatis_, _Chlamydophila psittaci_, _Chlamydia trachomatis_, _Ureaplasma urealyticum_, _Borrelia recurrentis_, _Haemophilus ducreyi_, _Yersinia pestis_, _Francisella tularensis_, _Vibrio cholerae_, _Campylobacter fetus_, _Brucella_ species, _Bartonella bacilliformis_, _Klebsiella granulomatis_, _Escherichia coli_, _Enterobacter aerogenes_, _Shigella_ species, _Acinetobacter_ species, _Haemophilus influenzae_, and _Kelbsiella_ species.[L11710]"	B5FJK9; A7ZSI5; B5RH07; B1XG23; B1XG24; C0PYY2; B4TVU3; P0A7U2; A8A0R0; C4ZUG4; C4ZUG6; B1LHB3; P0A7T8; B5F3B9; P0A7T7; C4ZUG9; P0A7T3; B1LHB8; A8A5B3; A8A5B4; A8A5B6; A8A5B9; B5YQ05; B5YQ04; B4TAV0; Q1R4V6; Q3YWU4; B5FHU4; B1IRQ1; Q0TD41; B7US99; P68684; P68685; P68682; B7MGC4; P68680; B1X6G3; B7LRT5; B1IPL2; B7LRT1; B7LRT0; B7LRT3; B7LRT2; A7ZTI7; B7NLN8; B7NLN3; B7NLN0; B7NLN6; B7NLN5; Q1R616; B1IQP9; Q3YWW5; Q31UV6; A1JQX1; Q3YWW0; B4TUF3; B7UMH0; B4TKM3; B6I1U8; Q31VW1; A9MVN1; B1IQ03; B1IQ00; B1IQ05; Q0TCF3; C4ZQY2; B2TY75; B1LL30; P60625; P60626; C0Q0C4; B4SXD8; Q0T058; B7NDS9; B1IPL1; Q31VW8; P62401; B7NDS5; B2U2T3; B5FJK8; B7UK28; B2U2T2; B7N0W8; B7UK20; B5FJK3; B7L4J5; Q31W98; B7L4J7; B4TKK9; P09917; B7NDH0; B2U2T7; P0A7T9; B1LQM1; B6I208; B7NJS8; A8ARM4; Q31VY0; B2U2T5; Q31VY2; P99999; B7LHT8; Q1R620; C0Q2L0; A8A5E9; Q57GI9; P0A7P2; P0A7P3; P0A7P0; P0A7P1; P0A7P6; P0A7P7; P0A7P4; P0A7P5; P0A7P8; P0A7P9; B5R9F0; A8A698; B2U2S6; B1JM17; A7ZSC4; A8AHA8; B4TXD6; B4TXD7; B6I3L3; B4TXD1; A7MNZ2; A4THT0; C4ZSS5; B4T4N1; Q2NWE7; Q321K8; C0Q1W9; B7M1L8; B7M1C5; C0Q6G0; Q57J43; B5RGF1; Q31UZ0; B7NLN4; B4TGH4; Q0T9J1; P0C020; C4ZSW8; B7MFJ7; P0A7R9; B6I1Q9; B5QVW5; B4TN08; B5QVW6; B5R286; P62400; A9MX79; B4TGH3; B5QUQ1; P0A7R5; C5BF78; A9MFC1; B7NLM3; B7NLM7; B7NLM8; Q3YWT0; P0C021; B4TFD7; B6I2A8; A8A7U8; P0A7M9; A7ZMI4; A7MPI4; Q6D9D4; Q0TCE5; Q0TCE4; Q0TCE7; Q0TCE6; A7ZSL7; B5RAX0; Q0TCE2; P68686; B7MCV7; A1AGJ3; B6I242; B7UK39; B5YTP0; A7FE70; B7NKU2; B5YTP9; Q1R6F0; Q31VU7; P0A7L6; P0A7L7; P0A7L4; P0A7L5; P0A7L3; P0A7L0; C4ZYH8; C4ZYH9; P68681; A7ZRU7; A9MSY7; P68679; B1XDV2; P0AG63; P0AG64; P0AG65; P0AG66; P0AG67; P0ADZ0; A7ZSK8; A7ZSK6; B7MCT2; Q32B57; A7ZSK5; B7N1A3; A7ZSK3; A7ZSK0; Q32B52; B5R285; P0A7K2; Q1R632; P0A7K6; A7ZTQ9; Q1R636; B7LZL5; Q1R638; B6I233; B6I230; B6I231; B1X970; Q5PKX8; A7ZV73; B7M1P3; Q32B55; B7LK45; B5F7F9; B7L759; B1LHE2; B1LGF2; P0A7U5; P0A7U4; P0A7U7; P0A7U6; P0A7U1; P0A7U0; P0A7U3; B2TUS5; B7LHP9; B1IPY3; A8A5A9; B7MCS9; A8A5A4; B5FJA6; B7MCS3; A8GJV2; B5FJA5; B5F7T9; B5F7T4; B7NR05; A8AQL8; B7L6J0; A8AQL3; B7MST2; B7LH01; A8AQL0; Q0SZX5; B4SUS9; B7MBV5; B7UIX3; B1X6G8; P60429; B7N0V1; Q329M1; P60422; P60423; A1ABQ0; B1X6G1; B1X6G6; B1X6G7; P60424; A6TG05; Q31TD3; B5F8G0; Q1R604; B5YT13; B5YT15; A9R7E4; C4ZUH0; B4TZX8; Q32FI2; Q1R6B0; Q1R607; B1IZF7; Q3YWW3; Q3YXH8; B5YSV6; Q32BQ2; Q0SYG4; Q57IA6; B7NKQ3; C4ZYY0; B2VCV9; B5R0S0; B5EYX3; A6TAI4; B7UK18; A1AGI7; B7M1N1; A1AGI5; Q1R609; B7NDK8; Q0SX84; Q31VX2; B4TKL4; Q31VX7; B2U2U9; B4TUF2; B5RAX1; B4EW58; B4TKL0; P0A7Q1; P0A7Q0; P0A7Q3; P0A7Q2; P0A7Q5; P0A7Q4; P0A7Q7; P0A7Q6; P0A7Q9; P0A7Q8; P35228; A9MSZ2; A9MSZ3; B4TXE1; B5FJM2; B7NDR6; Q57HZ9; B5F6A5; Q3YWB1; A8A599; Q0TCS4; B2VF69; A9MJT9; B7LRS5; B7LRS7; B7LRS0; B7LHZ8; B1XG70; B7LVJ7; P45984; Q0T098; B7LHZ6; B1LHC8; B7M100; B4TI60; Q57J38; B5RH26; B5RH21; B5RH20; B2K2I4; B7MVJ4; B7MVJ5; P0A7V8; Q5PJ56; A9MKN8; P0A7V9; B7LLY4; B1LHD3; B1LHB0; B6I437; B7NEU0; P15692; B7NLL4; B7L6I9; Q3YWU5; Q0T008; B1X6G0; Q3YWU0; Q3YWU3; Q3YWU2; Q0T003; B4SUT4; Q3YWU8; A7MPF5; Q0T006; A4W5T1; B1XHK3; B7UK52; A7MPH5; B2U1G8; A7MPH2; Q0TCF0; Q31W63; A7MPH8; Q0TCF7; P02413; A9MN54; Q1C365; B7N102; P60624; A9MN59; P0A7M6; P0A7M2; A9N5Y8; B1IPY8; B7N0U4; P0A7L8; A6TE47; B1IPY0; B1XHG2; B1IPY2; B1IPY5; B1IPY4; Q329B5; P0ADZ4; A8AQC0; A7ZSJ8; A7ZSJ7; A7ZSJ3; B6I229; B6I228; Q1R358; B6I225; B7NTQ7; B7NDV0; B6I223; B6I222; B5R5G0; B4T679; A9N520; A8A4M2; Q5PIW1; B2U1Z1; B5F7G0; A6TEV6; B7MB01; B1LHD1; B1LHD0; B4TXF0; C4ZUE9; P0A7V0; B7N181; P0A7V3; P0A7V4; P0A7V5; P0A7V6; P0A7V7; B7NLP7; B5RFY6; A1AGM9; P0A7J3; A1AGC3; B7MCR0; P68683; B7MCR2; A7ZSK4; Q0SZY8; B7N0L5; B1LGQ0; P14780; Q0SZY6; B7L847; Q0TCN6; B5YXA7; B7NGD6; Q0THB3; B4SYA9; Q0THB2; B1X6F1; B7NDR8; B7MCT1; B1X6F6; B7MCR9; B7NPE2; B7ULJ1; B7NT61; B7NT60; B5F8F1; B4T9C1; B7N1A1; B5YRA5; B7LI05; B1IPZ5; B7N1A0; B7LQD9; B5YTM5; B7M092; C0Q0A5; A8AQJ9; Q5PKU5; B5BGY1; B5BGY0; B5YTM9; Q3YUE5; P60725; P60724; B1IT04; P60726; B5FSA3; P60723; P29466; B5R280; B7N2E8; A4WEK0; P61179; C6DKG8; B6I3T6; B2U2S9; C4ZUH4; B2U2S7; B1LGJ6; B2U2S2; C4ZUH1; C4ZUH2; Q32B24; B7MCT0; B7LS48; B5BG21; P01584; A4WFC2; Q328J7; B4TKK4; B7UQL1; Q31VW7; Q31VW5; Q31VW2; Q31VW0; B2U2T4; Q5PC32; A8A539; Q2EEQ2; Q0SYP3; B2U1V5; Q0TBH3; P0ADY3; P0ADY7; P0AG48; P0AG49; P0AG46; P0AG47; P0AG44; P0AG45; P0A7R0; A6THB3; B2TTV0; P0C019; B7N1C3; P60438; B7MLK7; B5BGY5; B5FJL3; B5YWD4; B7NDU0; B7N276; Q5PK05; Q57J33; B7LRR3; B7LRR1; B7N554; B7N553; C4ZXM8; P0AA10; B7ND54; B7M1N3; B7MCT4; Q32BE7; B7M1N0; Q1R5U1; A1AGJ7; C4ZUF4; Q57J24; C4ZUF1; B7M102; A8A0Q9; B5RH16; C4ZUF9; A8A5C2; B1LHC9; A8A5C0; A8A5C1; B7M0U2; A8A5C4; B1LHC2; B1LHC3; B1LHC5; A7ZS83; B1X6H0; B7LCR3; A9N240; B5FM60; A9N241; B7M4C0; B4SUU8; Q3YWV0; Q3YWV1; Q3Z264; Q3Z265; B7MAS6; B7MAS7; B4TT35; B4T3F3; Q0TCG7; Q0TCG5; Q0TCG2; B7UK43; B7UK41; B7UK40; Q5PH91; Q5PH90; B7LRS4; B7L4L7; A6TEN8; B5YS75; B7M555; Q665U4; B5BA39; B5BGZ4; C0Q0B5; A9MN48; C0Q0B0; C0Q0B1; P0A7N1; B1IPZ0; B1IPZ1; P0A7N9; A1AGK0; A1AGK3; A1AGK2; A1AGK5; A1AGK4; B7UK38; Q1R6R5; A7MM78; B7UK35; B7UK32; A7ZSI8; B7L4K4; B7L4K5; B7L4K3; B7L4K0; A8AMJ6; B7UJW2; A7ZSI3; A8APV6; B7L4K8; B6I218; Q57PV1; Q57PV0; B6I210; Q1R612; Q1R610; B7LR53; B5BIL5; Q5PIV7; Q5PIV3; B1IX36; A6TEW1; A6TEW0; B7LQ74; B7LQ73; B1X9T1; Q5PIV8; P0A7W7; B7MCS6; B1LE15; B1LE14; B7N192; P0A7W1; P0A7W0; B7N199; B7N198; B2U395; B4F277; C4ZR79; Q31WW9; B5FN11; C4ZUG3; B7M9G4; P0AG59; Q1CME3; Q0SZZ4; Q0SZZ1; Q0SZZ3; A8AQJ1; Q0SZZ8; B7M1M2; B7M1M3; B5EXE1; B7M1M5; P0A7N4; B7M1M8; B7M1M9; B5BI10; B1X6E6; B5QZ45; P0AG51; B1X6E8; P60727; P0A7S6; P02358; P02359; P0A7X3; Q57J53; P0A7X4; P0A7X5; B7MBZ1; A9MPV4; A8A5A1; B5F8E7; Q1RB79; B5YTN0; B5YTN2; B5YTN5; B5YTN6; B5YTN7; B5YTN8; B7NLL6; A8A6G4; B6IBD5; B6IBD4; B1IQT7; B2U394; P68919; B4T4N0; B1LK73; B7UJ79; Q0T0J8; B2U2R5; A1AGK6; Q57JQ0; B2U2R3; B1IPV7; P61178; A8AQL2; Q32B32; Q32B37; Q32B36; Q32B35; B5Z2K7; P0C018; B7M1C4; B4SUT9; A8A501; A9MFK9; A4WFD5; B5REG7; B5BKL1; P0A7J7; Q31VV9; B7NF20; B7NDT6; Q1R626; Q31VV7; B7L4K6; B5R290; C0Q644; P61177; B1LF57; P61176; P0A7S9; P0A7S8; P0AG55; P61175; P0A7S3; Q1RB78; P0A7S7; P0AG50; P0A7S5; P0A7S4; Q32B47; Q3YVZ8; Q32B43; Q32B40; B4SUT5; B7NDT0; B2VGJ7; B7NDT2; B7NDT5; B7NDT7; Q1R4N3; B7NDT8; P62399; P42574; B5R299
DB01016	Glyburide	approved	3488	-	"Glyburide is indicated alone or as part of combination product with metformin, as an adjunct to diet and exercise, to improve glycemic control in adults with type 2 diabetes mellitus.[L8120,L8123]"	Q09428; P11229; Q12809; Q14654; P48048; P11413; Q15842; O60706; P50416; P13569; Q8TD43; P48544; O95477
DB01011	Metyrapone	investigational; approved	4174	-	"Used as a diagnostic drug for testing hypothalamic-pituitary ACTH function. Occasionally used in Cushing's syndrome."	P00183; P15538; P08684; P30556
DB01010	Edrophonium	approved	3202	-	"For the differential diagnosis of myasthenia gravis and as an adjunct in the evaluation of treatment requirements in this disease. It may also be used for evaluating emergency treatment in myasthenic crises."	P41145; P22303; P14416; P35372; P35462; P06276
DB01013	Clobetasol propionate	approved	32798	-	"Clobetasol propionate is indicated to treat moderate to severe plaque psoriasis[L11818,L118121,L11824] as well as inflammatory and pruritic manifestations of corticosteroid responsive dermatoses.[L11815,L11827]"	P04150; P04083; P08235
DB00732	Atracurium besylate	approved	47320	-	"For use, as an adjunct to general anesthesia, to facilitate endotracheal intubation and to provide skeletal muscle relaxation during surgery or mechanical ventilation."	Q15822; P11230; P07510; P02708; Q04844; Q07001
DB00544	Fluorouracil	approved	3385	-	"For the topical treatment of multiple actinic or solar keratoses. In the 5% strength it is also useful in the treatment of superficial basal cell carcinomas when conventional methods are impractical, such as with multiple lesions or difficult treatment sites. Fluorouracil injection is indicated in the palliative management of some types of cancer, including colon, esophageal, gastric, rectum, breast, biliary tract, stomach, head and neck, cervical, pancreas, renal cell, and carcinoid."	Q12882; P04818; P11229
DB00545	Pyridostigmine	investigational; approved	4991	-	"For the treatment of myasthenia gravis."	P02768; P22303; P06276; Q8IU57
DB00546	Adinazolam	experimental	37632	-	"For the treatment of anxiety and status epilepticus."	P24046; P28472; P18507; P28476; A8MPY1; O00591; O14764; P48169; Q16445; Q8N1C3; P31644; P14867; P30536; P18505; P47869; P34903; Q99928; P47870; P78334
DB01548	Diprenorphine	illicit; vet_approved	443408	-	"Diprenorphine is indicated to reverse the effects of powerful opioids including etorphine and carfentanil, often used for tranquilizing large animals. This drug is not approved for use in humans."	P41145; P35372; O60858; P41143
DB00540	Nortriptyline	approved	4543	-	"Nortriptyline is indicated for the relief of the symptoms of major depressive disorder (MDD).[L11878] Some off-label uses for this drug include treatment of chronic pain, myofascial pain, neuralgia, and irritable bowel syndrome.[A191083,L11878]"	P18825; P10635; P28223; P78508; P35462; P07949; P11229; Q99720; Q01959; P08912; P08913; P14416; P23975; P08172; P08173; P08909; P28335; P41595; P18089; P35368; P35367; P35348; P13945; P25021; P25100; P20309; P08908; P31645; P21728
DB01018	Guanfacine	investigational; approved	3519	-	"Guanfacine is indicated alone or as an adjunct with stimulants to treat ADHD.[L11277]"	P28223; P41595; P18825; P28335; P25100; P25101; P08913; P18089; Q9Y2I1
DB00542	Benazepril	investigational; approved	5362124	-	"Benazepril is indicated for the treatment of hypertension[A840]. It may be used alone or in combination with thiazide diuretics[FDA Label]."	P12821
DB00543	Amoxapine	approved	2170	-	"For the relief of symptoms of depression in patients with neurotic or reactive depressive disorders as well as endogenous and psychotic depressions. May also be used to treat depression accompanied by anxiety or agitation."	P18825; P10635; P28222; P28223; P35462; P46098; P11229; P42858; Q9H3N8; P34969; Q01959; P08912; P08913; P14416; P23975; P08172; P08173; P18507; P18440; P28335; P18089; P21918; P14867; P41595; P35367; P35348; P21917; Q9UN88; P25100; P50406; P47870; P20309; P08908; P31645; P21728
DB00940	Methantheline	investigational; approved	4097	-	"For the treatment of peptic ulcer disease, irritable bowel syndrome, pancreatitis, gastritis, biliary dyskinesia, pylorosplasm, and reflex neurogenic bladder in children."	P08172; P08173; P11229; P25021; P08912; P20309
DB00941	Hexafluronium	approved	3601	-	"Used as an adjunct with succinylcholine (or suxamethonium chloride) to prolong muscle relaxation and to prevent succinylcholine-induced muscle fasciculations."	P22303; P06276
DB00942	Cycrimine	approved	2911	-	"For treatment and management of Parkinson's disease."	P11229
DB00767	Benzquinamide	withdrawn	2342	-	"Used to prevent and treat nausea and vomiting associated with anesthesia and surgery, administered intramuscularly or intravenously."	P08172; P08173; P11229; P18825; P20309; P35354; P18089; P23786; P08912; P14416; P08913; P35462; P35367; P21439
DB00944	Demecarium	approved	5966	-	"For the topical treatment of chronic open-angle glaucoma."	P22303; P06276
DB00945	Acetylsalicylic acid	vet_approved; approved	2244	-	"**Pain, fever, and inflammation**    Acetylsalicylic acid (ASA), in the regular tablet form (immediate-release), is indicated to relieve pain, fever, and inflammation associated with many conditions, including the flu, the common cold, neck and back pain, dysmenorrhea, headache, tooth pain, sprains, fractures, myositis, neuralgia, synovitis, arthritis, bursitis, burns, and various injuries. It is also used for symptomatic pain relief after surgical and dental procedures [FDA label].     The _extra strength_ formulation of acetylsalicylic acid is also indicated for the management migraine pain with photophobia (sensitivity to light) and phonophobia (sensitivity to sound)[FDA label].    **Other indications**    ASA is also indicated for various other purposes, due to its ability to inhibit platelet aggregation. These include:     Reducing the risk of cardiovascular death in suspected cases of myocardial infarction (MI) [FDA label].     Reducing the risk of a first non-fatal myocardial infarction in patients, and for reducing the risk of morbidity and mortality in cases of unstable angina and in those who have had a prior myocardial infarction [FDA label].    For reducing the risk of transient ischemic attacks (TIA) and to prevent atherothrombotic cerebral infarction (in conjunction with other treatments) [FDA label].    For the prevention of thromboembolism after hip replacement surgery [FDA label].     For decreasing platelet to platelet adhesion following carotid endarterectomy, aiding in the prevention of transient ischemic attacks (TIA) [FDA label].    Used for patients undergoing hemodialysis with a silicone rubber arteriovenous cannula inserted to prevent thrombosis at the insertion site [FDA Label].     **Important note regarding use of the extended-release formulation [F4405]**    In the setting of acute myocardial infarction, or before percutaneous interventions, the extended-release form of acetylsalicylic acid should not be used. Use immediate-release formulations in scenarios requiring rapid onset of action [Label, F4405]. The extended-release form is taken to decrease the incidence of mortality and myocardial infarction (MI) for individuals diagnosed with chronic coronary artery disease (CAD), including patients with previous myocardial infarction (MI) or unstable angina or with chronic stable angina. Additionally, the extended-release form is used to decrease the risk of death and recurrent episodes of stroke in patients with a history of stroke or TIA [F4405].       "	P23786; Q04828; P04637; Q13164; P98066; P24385; P25963; P01106; Q9UGI9; P23219; P25090; P51812; P35354; P41595; P04035; P29466; P12004; P25101; P42574; Q9UHC3; O14920
DB00762	Irinotecan	investigational; approved	60838	-	"For the treatment of metastatic colorectal cancer (first-line therapy when administered with 5-fluorouracil and leucovorin). Also used in combination with cisplatin for the treatment of extensive small cell lung cancer. Irinotecan is currently under investigation for the treatment of metastatic or recurrent cervical cancer. Also used in combination with fluorouracil and leucovorin for the treatment of patients with metastatic adenocarcinoma of the pancreas after disease progression following gemcitabine-based therapy. "	P08173; P22303; P18825; Q969P6; P03956; P22309; P11387
DB00763	Methimazole	approved	1349907	-	"In the United States, methimazole is indicated for the treatment of hyperthyroidism in patients with Graves' disease or toxic multinodular goiter for whom thyroidectomy or radioactive iodine therapy are not appropriate treatment options. Methimazole is also indicated for the amelioration of hyperthyroid symptoms in preparation for thyroidectomy or radioactive iodine therapy.[L8336]    In Canada, methimazole carries the above indications and is also indicated for the medical treatment of hyperthyroidism regardless of other available treatment options.[L8339]"	P35270; P07202
DB00948	Mezlocillin	investigational; approved	656511	-	"Used to treat serious gram&ndash,negative infections of the lungs, urinary tract, and skin."	P34995; P02919; P35354; P15121; Q13258; P35408; P14778; P0AEB2; P08506; P43115; Q8XJ01; P43116; P08684; P0AD68; P09917; P0AD65; P23219; P00918; P24228; P02918; P37231; P21554
DB00949	Felbamate	approved	3331	-	"For use only in those patients who respond inadequately to alternative treatments and whose epilepsy is so severe that a substantial risk of aplastic anemia and/or liver failure is deemed acceptable in light of the benefits conferred by its use."	Q05586; O15399; Q03426; Q8NI17; O60391; Q13224; Q12879; Q8TCU5; Q14957
DB00768	Olopatadine	approved	5281071	-	"Olopatadine is indicated for the symptomatic treatment of ocular itching associated with allergic conjunctivitis as ophthalmic solution.[L6781]    In nasal spray, olopatadine is indicated for the symptomatic relief of seasonal allergic rhinitis in patients 12 years of age and older.[L6784]"	P04271; P23297; P25021; P29034; P80511; P35367; Q99584; Q9Y5N1
DB00769	Hydrocortamate	approved	84088	-	"Used topically as an antiinflammatory in the treatment of steroid-responsive dermatoses"	P04150; P04054; P04083
DB00224	Indinavir	approved	5362440	-	"Indinavir is an antiretroviral drug for the treatment of HIV infection."	P08684
DB04209	Dequalinium	investigational; approved	2993	-	"Effective local treatment as vaginal tablets for infections such as fluor vaginalis, bacterial vaginosis, aerobic vaginitis, vulvo-vaginal candidiasis and trichomoniasis. Used as a topical antimicrobial agent. "	P29973; P31224; P98170; Q16280; Q92952; P0A0N5; Q12791
DB00735	Naftifine	approved	73342	-	"For the topical treatment of tinea pedis, tinea cruris, and tinea corporis caused by the organisms <i>Trichophyton rubrum</i>, <i>Trichophyton mentagrophytes</i>, <i>Trichophyton tonsurans</i> and <i>Epidermophyton floccosum</i>."	Q99720; Q14534
DB00226	Guanadrel	approved	38521	-	"Used to treat and control hypertension."	P23975; P35348
DB00957	Norgestimate	investigational; approved	6540478	-	"Norgestimate is formulated with [ethinylestradiol] as a combined oral contraceptive.[L11845,L11848] It can also be given with low dose ethinylestradiol for contraception as well as the treatment of moderate acne vulgaris in women ?15 years old.[L11848]"	P10275; P06401; P03372
DB09570	Ixazomib	investigational; approved	25183872	-	"Ixazomib is indicated in combination with lenalidomide and dexamethasone for the treatment of patients with multiple myeloma who have received at least one prior therapy. "	P49721; P28074; P20618
DB09571	Levmetamfetamine	approved	36604	-	"Used over-the-counter for nasal congestion."	Q96RJ0
DB00306	Talbutal	illicit; approved	8275	-	"For use as a sedative and hypnotic."	Q9UN88; P34903; P18507; P18505; O00591; Q494W8; P48169; P14867; Q8N1C3; P31644; P47870; Q13002; P36544; P28472; P47869; O14764; Q16445; P43681; Q99928; P42262; P78334
DB00307	Bexarotene	investigational; approved	82146	-	"Used orally for the treatment of skin manifestations of cutaneous T-cell lymphoma (CTCL) in patients who are refractory to at least one prior systemic therapy. Also used topically for the treatment of skin lesions in early (stage IA and IB) CTCL in patients who experience refractory or persistent disease with the use of other therapies or are intolerant of other therapies."	P19793; P28702; P48443; P10276; P10826; P13631; P37231
DB00304	Desogestrel	approved	40973	-	"Oral desogestrel is used in combination with [ethinylestradiol] as a contraceptive agent for the prevention of pregnancy.[FDA label]    Desogestrel is part of the combined oral contraceptives that contain a mix of estrogen and progestin which inhibit ovulation.[L5698]"	P06401; P03372
DB09088	Amylocaine	approved; withdrawn	10767	-	"The most common indication for the usage of amylocaine was spinal anesthesia [A32277]."	Q15858
DB00302	Tranexamic acid	approved	5526	-	"For use in patients with hemophilia for short term use (two to eight days) to reduce or prevent hemorrhage and reduce the need for replacement therapy during and following tooth extraction. It can also be used for excessive bleeding in menstruation, surgery, or trauma cases."	Q16671; P00747; P00750
